Scenario,Class,SubClass,Resource,Model,Fips Code,County,State,Sqmi,Land Source,Price Offered,Production,Production Unit,Production Energy Content,Energy Content Unit,Production Density per Sq Mile,BTU/Ton,USDA Region
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17143,Peoria County,Illinois,630.58,Crop,70,434239,dt,6.82711E+12,BTU,688.63,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,27005,Becker County,Minnesota,1445.15,Crop,70,0,dt,0,BTU,0,14892000,Lake States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01035,Conecuh County,Alabama,852.76,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17169,Schuyler County,Illinois,441.36,Crop,70,150523,dt,2.36652E+12,BTU,341.04,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,12059,Holmes County,Florida,489.05,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13295,Walker County,Georgia,447.04,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,04009,Graham County,Arizona,4640.21,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,13311,White County,Georgia,242.26,Pasture,70,0,dt,0,BTU,0,16424000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05077,Lee County,Arkansas,622.15,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18111,Newton County,Indiana,403.43,Crop,70,171375,dt,2.69436E+12,BTU,424.79,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38037,Grant County,North Dakota,1666.02,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,08031,Denver County,Colorado,154.73,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,04012,La Paz County,Arizona,4510.67,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13115,Floyd County,Georgia,518.46,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,04003,Cochise County,Arizona,6216.57,Crop,70,1468,dt,21861456000,BTU,0.24,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,41055,Sherman County,Oregon,831.18,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05123,St. Francis County,Arkansas,642.51,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13103,Effingham County,Georgia,482.9,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,06067,Sacramento County,California,980.93,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17009,Brown County,Illinois,307.33,Crop,70,57089,dt,8.97553E+11,BTU,185.76,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,06097,Sonoma County,California,1588.66,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13237,Putnam County,Georgia,360.69,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19119,Lyon County,Iowa,587.78,Crop,70,752517,dt,1.18311E+13,BTU,1280.27,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18097,Marion County,Indiana,403.01,Crop,70,9216,dt,1.44894E+11,BTU,22.87,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18169,Wabash County,Indiana,420.98,Crop,70,52286,dt,8.2204E+11,BTU,124.2,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01029,Cleburne County,Alabama,561.01,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38067,Pembina County,North Dakota,1121.25,Crop,70,159,dt,2367828000,BTU,0.14,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18041,Fayette County,Indiana,215.16,Crop,70,19361,dt,3.04394E+11,BTU,89.98,15722000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,22041,Franklin Parish,Louisiana,635.13,Pasture,70,64647,dt,1.06176E+12,BTU,101.79,16424000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05083,Logan County,Arkansas,729.95,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05115,Pope County,Arkansas,830.97,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,51133,Northumberland County,Virginia,192.78,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13043,Candler County,Georgia,248.86,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,16087,Washington County,Idaho,1473.4,Crop,70,5021,dt,78940162000,BTU,3.41,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05019,Clark County,Arkansas,882.95,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17119,Madison County,Illinois,740.04,Crop,70,144180,dt,2.2668E+12,BTU,194.83,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18065,Henry County,Indiana,394.83,Crop,70,192326,dt,3.02375E+12,BTU,487.11,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,16011,Bingham County,Idaho,2120.23,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17019,Champaign County,Illinois,998.46,Crop,70,703638,dt,1.10626E+13,BTU,704.72,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19109,Kossuth County,Iowa,974.32,Crop,70,781172,dt,1.22816E+13,BTU,801.76,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,16031,Cassia County,Idaho,2580.73,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17165,Saline County,Illinois,386.93,Crop,70,29893,dt,4.69978E+11,BTU,77.26,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,27135,Roseau County,Minnesota,1678.31,Crop,70,0,dt,0,BTU,0,14892000,Lake States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18135,Randolph County,Indiana,453.31,Crop,70,193825,dt,3.04732E+12,BTU,427.58,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38089,Stark County,North Dakota,1340.33,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,53075,Whitman County,Washington,2177.89,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17109,McDonough County,Illinois,590.1,Crop,70,246142,dt,3.86984E+12,BTU,417.12,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,08039,Elbert County,Colorado,1851.01,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17095,Knox County,Illinois,719.8,Crop,70,586794,dt,9.22558E+12,BTU,815.22,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,46063,Harding County,South Dakota,2678.08,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,08121,Washington County,Colorado,2523.96,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,08109,Saguache County,Colorado,3170.29,Crop,70,1132,dt,16857744000,BTU,0.36,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,06085,Santa Clara County,California,1299.18,Crop,70,0,dt,0,BTU,0,15722000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,20017,Chase County,Kansas,777.72,Crop,70,3636,dt,57165192000,BTU,4.68,15722000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,06069,San Benito County,California,1390.48,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,41049,Morrow County,Oregon,2047.66,Crop,70,136,dt,2025312000,BTU,0.07,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,48145,Falls County,Texas,773.87,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,49005,Cache County,Utah,1172.87,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13025,Brantley County,Georgia,447.21,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,06013,Contra Costa County,California,737.89,Crop,70,0,dt,0,BTU,0,15722000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13283,Treutlen County,Georgia,202.45,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01007,Bibb County,Alabama,626.17,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,30019,Daniels County,Montana,1426.67,Crop,70,3457,dt,51481644000,BTU,2.42,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13189,McDuffie County,Georgia,266.3,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,16033,Clark County,Idaho,1764.1,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01073,Jefferson County,Alabama,1124.15,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05041,Desha County,Arkansas,812.71,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19031,Cedar County,Iowa,581.93,Crop,70,199569,dt,3.13762E+12,BTU,342.94,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19191,Winneshiek County,Iowa,690.12,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13225,Peach County,Georgia,151.32,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19103,Johnson County,Iowa,623.06,Crop,70,378969,dt,5.95815E+12,BTU,608.24,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,08099,Prowers County,Colorado,1644.32,Crop,70,7752,dt,1.21877E+11,BTU,4.71,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,24035,Queen Anne's County,Maryland,376.13,Crop,70,0,dt,0,BTU,0,14892000,Northeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18019,Clark County,Indiana,376.59,Crop,70,1503,dt,23630166000,BTU,3.99,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17195,Whiteside County,Illinois,696.41,Crop,70,656209,dt,1.03169E+13,BTU,942.27,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13243,Randolph County,Georgia,430.87,Crop,70,19131,dt,3.00778E+11,BTU,44.4,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13321,Worth County,Georgia,574.76,Crop,70,13183,dt,2.07263E+11,BTU,22.94,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18049,Fulton County,Indiana,371.27,Crop,70,78101,dt,1.2279E+12,BTU,210.36,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,06083,Santa Barbara County,California,2748.03,Crop,70,0,dt,0,BTU,0,15722000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01015,Calhoun County,Alabama,612.27,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18147,Spencer County,Indiana,401.51,Crop,70,64233,dt,1.00987E+12,BTU,159.98,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01087,Macon County,Alabama,613.21,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38091,Steele County,North Dakota,715.4,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,35005,Chaves County,New Mexico,6075.08,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13241,Rabun County,Georgia,377.03,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,46095,Mellette County,South Dakota,1310.88,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38079,Rolette County,North Dakota,939.5,Crop,70,3890,dt,57929880000,BTU,4.14,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,10001,Kent County,Delaware,594.12,Crop,70,17174,dt,2.55755E+11,BTU,28.91,14892000,Northeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,37097,Iredell County,North Carolina,597.39,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18053,Grant County,Indiana,414.9,Crop,70,168372,dt,2.64714E+12,BTU,405.81,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,12075,Levy County,Florida,1134.76,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,30067,Park County,Montana,2813.24,Crop,70,2859,dt,42576228000,BTU,1.02,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,08123,Weld County,Colorado,4016.75,Crop,70,283229,dt,4.45293E+12,BTU,70.51,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,40015,Caddo County,Oklahoma,1290.15,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17183,Vermilion County,Illinois,901.23,Crop,70,266964,dt,4.19721E+12,BTU,296.22,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05107,Phillips County,Arkansas,727.41,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,55049,Iowa County,Wisconsin,768.05,Crop,70,0,dt,0,BTU,0,14892000,Lake States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,16027,Canyon County,Idaho,603.7,Crop,70,48837,dt,7.67815E+11,BTU,80.9,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38073,Ransom County,North Dakota,863.85,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05145,White County,Arkansas,1042.02,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13173,Lanier County,Georgia,199.79,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19183,Washington County,Iowa,570.89,Crop,70,290769,dt,4.57147E+12,BTU,509.33,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,08123,Weld County,Colorado,4016.75,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,16019,Bonneville County,Idaho,1900.29,Crop,70,2724,dt,42826728000,BTU,1.43,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,53063,Spokane County,Washington,1780.98,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,20021,Cherokee County,Kansas,591.02,Crop,70,0,dt,0,BTU,0,15722000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38011,Bowman County,North Dakota,1167.05,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
